Investigador,Nombre del proyecto,Tipo,Inicio,Año de inicio,Duración,Fin,Año de finalización,Resumen,Palabras,Área,Sectores 
Miguel César Moreno Palacios,PLAN DE MANEJO AMBIENTAL RESERVA NATURAL DE LA SOCIEDAD CIVIL LA ESTRELLA RNSC 010 11,Tipo de proyecto: Extensión y responsabilidad social CTI,Diciembre 2016,2016,,Junio 2017,2017,,,,
Miguel César Moreno Palacios,Caracterización de la avifauna del municipio de Ibagué -Tolima,Tipo de proyecto: Investigación y desarrollo,Enero 2004,2004,,Diciembre 2007,2007,,,,
Miguel César Moreno Palacios,"Biología y ecología de Lonchura mallacca, una especie introducida en Colombia",Tipo de proyecto: Investigación y desarrollo,Febrero 2006,2006,,,,,,,
Miguel César Moreno Palacios,Ciclos de vida en aves neotropicales,Tipo de proyecto: Investigación y desarrollo,Enero 2010,2010,,,,,,,
Miguel César Moreno Palacios,"MONITOREO DE VERTEBRADOS TERRESTRES (ANFIBIOS, REPTILES, AVES Y MAMÍFEROS) ASOCIADOS A LA CENTRAL HIDROELÉCTRICA DEL RÍO AMOYA.",Tipo de proyecto: Investigación y desarrollo,Noviembre 2013,2013,,Julio 2014,2014,,,,
Miguel César Moreno Palacios,"VARIACIÓN FILOGEOGRÁFICA, MORFOLÓGICA Y BIOACÚSTICA EN POBLACIONES DE Arremonops conirostris",Tipo de proyecto: Investigación y desarrollo,Octubre 2018,2018,,,," El Valle Alto del río Magdalena (VARM) constituye una región propicia para evaluar el efecto de la variación ambiental en la diferenciación fenotípica y genotípica de las aves Neotropicales. El marcado gradiente de precipitación en el VARM es responsable de la presencia de bosques secos en el sur y bosques húmedos en el norte, representando un área de estudio apropiada para evaluar el efecto de variables ambientales como la estructura del hábitat (Hipótesis de Adaptación Acústica), la temperatura y precipitación (Regla de Allen) en la morfología y canto de las poblaciones. Así mismo, estas mismas diferencias ecológicas asociadas a gradientes ambientales pueden afectar la estructura genética de las poblaciones al restringir el flujo genético entre ellas. El Pinzón Conirrostro Arremonops conirostris presenta dos subespecies con marcada diferenciación en morfología y plumaje en el sur (inexpectatus) y norte (conirostris) del VARM, las cuales se reemplazan en una zona de transición ambiental entre el norte del departamento del Huila y el sur del departamento del Tolima. Dada la marcada diferenciación geográfica de la especie a nivel regional, este estudio pretende evaluar la variación en características morfológicas y de cantos y su posible asociación con características de la estructura del hábitat y la temperatura ambiental. Adicionalmente, con el objetivo de evaluar el papel del gradiente ambiental del VARM como un precursor de diferenciación genética de las poblaciones, se evaluará la variación en ADN nuclear y mitocondrial a través de análisis filogeográficos y de genética poblacional. A lo largo de un transecto de 10 localidades se procurará colectar mínimo 5 individuos por localidad, incluyendo material accesorio como grabaciones de vocalizaciones y muestras de tejido, los cuales serán usados en posteriores análisis biométricos, bioacústicos y filogeográficos. Además, se colectarán especímenes en otras regiones del país con la finalidad de obtener un muestreo geográfico y taxonómico lo más completo posible. La información de localidades debidamente georreferenciadas obtenida a partir del trabajo de campo como de material disponible en varios repositorios y colecciones biológicas será usada para extraer y correlacionar diferentes variables bioclimáticas y de vegetación con la variación en caracteres de canto, morfología y genética de la especie dentro del VARM. Al analizar simultáneamente la variación en morfología, cantos y varios loci a través del genoma, este estudio permitirá entender el posible papel de la variación ambiental en la divergencia fenotípica y genética de las poblaciones del VARM.",,,
Miguel César Moreno Palacios,Fichas de especies para actualización de Libro Rojo de Aves de Colombia,Tipo de proyecto: Investigación y desarrollo,Enero 2013,2013,,,, Apoyo en la consulta y elaboración de algunas fichas de especies para actualización de Libro Rojo de Aves de Colombia.,,,
Miguel César Moreno Palacios,Alcaloides del género Erythrina,Tipo de proyecto: Investigación y desarrollo,Enero 2015,2015,,,,,,,
Miguel César Moreno Palacios,"ESTUDIO DE LA BIODIVERSIDAD FAUNÍSTICA Y FLORÍSTICA DE LA CUENCA MAYOR DEL RÍO SALDAÑA (SUBCUENCAS CAMBRIN Y HEREJE), DEPARTAMENTO DEL TOLIMA",Tipo de proyecto: Investigación y desarrollo,Agosto 2009,2009,,Septiembre 2010,2010,,,,
Miguel César Moreno Palacios,ESTUDIO DE BIODIVERSIDAD FAUNÍSTICA Y FLORÍSTICA DE LOS HUMEDALES DE LAS ZONAS BAJAS DEL DEPARTAMENTO DEL TOLIMA,Tipo de proyecto: Investigación y desarrollo,Septiembre 2009,2009,,Octubre 2010,2010,,,,
Miguel César Moreno Palacios,"BIODIVERSIDAD FAUNÍSTICA Y FLORÍSTICA DE LA CUENCA MAYOR DEL RÍO GUALI, GUARINO Y SUMAPAZ. BIODIVERSIDAD REGIONAL FASE VI",Tipo de proyecto: Investigación y desarrollo,Agosto 2009,2009,,Septiembre 2010,2010,,,,
Miguel César Moreno Palacios,"Evaluación de la biodiversidad faunística en el bosque seco tropical del norte del Tolima. Fase I: Macroinvertebrados acuáticos, peces, hormigas y aves",Tipo de proyecto: Investigación y desarrollo,Julio 2011,2011,,Junio 2013,2013,,,,
Miguel César Moreno Palacios,Caracterización de la avifauna en un paisaje fragmentado de bosque seco tropical en el norte del Tolima (Colombia). Programa Monitoreo de Aves (PMA) Fase I: 2011-2015,Tipo de proyecto: Investigación y desarrollo,Enero 2011,2011,,Diciembre 2015,2015,,,,
Miguel César Moreno Palacios,"CARACTERIZACIÓN DE  FLORA,  EDAFOFAUNA  EPIGEA,  HERPETOS Y AVES PARA EL PROTOCOLO DE DELIMITACIÓN DEL PÁRAMO EN EL DEPARTAMENTO DEL TOLIMA. Convenio de cooperación No 13-12-092-044  Universidad del Tolima - Instituto  Alexander von Humboldt.",Tipo de proyecto: Investigación y desarrollo,Marzo 2013,2013,,,, Información disponible en los metadatos del proyecto: http://ipt.sibcolombia.net/iavh/resource.do?r=paramo_chillibarragan_2013,,,
Miguel César Moreno Palacios,DIVERSIDAD Y DISTRIBUCIÓN DE LÍQUENES CORTÍCOLAS EN EL ÁREA URBANA Y PERIURBANA DE LA CIUDAD DE IBAGUÉ-TOLIMA,Tipo de proyecto: Investigación y desarrollo,Julio 2015,2015,,Junio 2016,2016," Los líquenes son organismos simbióticos que pueden encontrarse en una variedad de ambientes. Estos pueden desarrollarse sobre diferentes sustratos, como cortezas, roca, suelo y hojas, pero gran parte del agua y los nutrientes son tomados directamente de la atmosfera. Su fisiología general ha permitido reconocerlos como indicadores de la calidad ambiental, por motivo de su alta sensibilidad a cambios en los componentes atmosféricos, que afectan su abundancia, distribución y vitalidad. En Colombia, la literatura sobre diversidad y composición de comunidades liquénicas es escasa. Aunque se han realizado caracterizaciones y revisiones importantes a escala biogeográfica y regional que han permitido la estimación del número de especies para el país, estos datos no son adecuados para concluir sobre las comunidades a escala local, por lo cual persisten los vacíos de información. Por otro lado, la información sobre diversidad y distribución de líquenes es requerida para la estimación de los índices de calidad y pureza atmosférica. Estas metodologías han sido adoptadas por programas de monitoreo atmosférico de instituciones públicas y privadas al rededor del mundo, sin embargo son aún una idea poco explorada en Colombia. En consecuencia, el objetivo de este estudio es determinar la diversidad y distribución de líquenes cortícolas en el área urbana y periurbana de la ciudad de Ibagué (Tolima), contribuyendo inicialmente al conocimiento de la ecología de este grupo de criptógamas y orientado al uso de la comunidad liquénica como posible bioindicadora de calidad atmosférica, en protocolos de monitoreo ambiental en la región. Para la evaluación de la diversidad de líquenes la ciudad de Ibagué será dividida en dos zonas, urbana y periurbana, esta última ubicada desde el límite del casco urbano hasta 2km de distancia. En cada zona se ubicarán 25 árboles (forofitos) de cuatro especies comunes en la zona de estudio, para un total de 200 árboles. Para homogeneizar las unidades de muestreo, se seleccionarán únicamente árboles con DAP ≥ 25 cm, fuste recto, sin señales de deterioro, separados entre sí por al menos 200 m y ubicados principalmente sobre avenidas o calles de alto tráfico vehicular. En cada árbol se tomarán la georreferencia y elevación, así como la Circunferencia a la Altura del Pecho (CAP) y altura. Las especies de árboles seleccionadas fueron: Ocobo rosado (Tabeibuia rosea), Mango (Magifera indica), Gualanday (Jacaranda caucana) y Acacio Amarillo (Senna spectabilis). Para el desarrollo de los objetivos el análisis estadístico se realizará a través de la aplicación de Modelos Lineales Generales y Mixtos. Se utilizará un modelo de dos vías, considerando como variables de respuesta (Yijk), la riqueza absoluta, el índice de diversidad de Shannon y la cobertura (cm2) como medida de abundancia. Como factores de efectos fijos se utilizarán las zonas (urbana y periurbana) (Zi) y las especies de forofitos (Ocobo rosado, Mango, Gualanday y Acacio amarillo) (Ej), incluyendo el efecto de la interacción entre factores (ZEij).  Para disminuir el error causado por la variación individual de los árboles, se incorporará este factor como un efecto aleatorio (Ik). Finalmente, para analizar el efecto de la elevación, esta se podrá agregar como covariable al modelo. De esta manera el modelo lineal general mixto quedaría definido de la siguiente forma: Yij=μ+Zi+Ej+ZEij+Ik+Eijk",,,
Juan Sebastian Trujillo Hernandez,Producción y caracterización de materiales magnéticamente duros y blandos a partir de nanopartículas magnéticas producidas por aleamiento mecánico con surfactantes.,"Tipo de proyecto: Investigación, desarrollo e Innovación",Diciembre 2015,2015,,,," Hay 2 líneas de investigación que seguimos en este proyecto: en mejoramiento de las propiedades magnéticas blandas y magnéticas duras. El presente proyecto pretende utilizar la técnica del aleamiento mecánico (AM) asistido por surfactante para preparar aleaciones nanoparticuladas de los sistemas Nd2Fe14B, Fe, Fe-Al y Fe-Si. Las aleaciones serán inicialmente preparadas por fusión en horno a arco y de ellas se producirán polvos con lima diamantada. Estos polvos serán aleados mecánicamente utilizando una relación masa de bolas/masa polvo de 10/1, y diferentes tiempos de molienda, hasta reducir el tamaño de las partículas al orden micrométrico. Posteriormente el AM se hará con ácido oleico como surfactante (u otros reportados en la literatura) a diferentes tiempos hasta obtener tamaños medios de partícula de orden nano-métrico (esperando que sean del orden de 50nm). Polvos nanoparticulados de Nd2Fe14B y Fe, de Nd2Fe14B y Fe-Al, y de Nd2Fe14B y Fe-Si se mezclarán en diferentes proporciones, se prensarán y sinterizarán a diferentes temperaturas para determinar cuál de las condiciones usadas y de las estequiometrias ensayadas, permite obtener un imán permanente nano-estructurado, con mejores o similares propiedades que los del mercado. Análogamente los polvos de Fe-Al y Fe-Si se sinterizarán separadamente y sus propiedades serán estudiadas y comparadas con sus análogos disponibles en el mercado. Todas las muestras producidas en las diferentes etapas serán estudiadas estructural y magnéticamente mediante diferentes técnicas como: difracción de rayos-x (DRX), microscopia electrónica de barrido de alta resolución, espectrometría Mössbauer a diferentes temperaturas y medidas magnéticas con un magnetómetro de muestra vibrante (VSM). Esta última permite obtener ciclos de histéresis a diferentes temperaturas, barridos de enfriamiento a campo cero (ZFC) y con campo (FC) y barridos de susceptibilidad magnética ac a diferentes frecuencias. Las propiedades magnéticas de las nanopartículas preparadas, serán simuladas usando el Método de Monte Carlo y modelos de Ising y/o Heisenberg.",,,
